25176.3,3.28554e-10
-6029.89,-10673.4
4007.41,-3439.12
-3646.6,-264.936
643.405,-4511.47
-2936.04,1589.89
456.268,777.121
2096.5,-1715.78
-1163.5,-1556.94
-2137.22,-1536.18
-940.553,1804.23
-546.145,569.716
1188.11,653.838
-217.104,-489.819
124.03,358.838
80.5963,-68.8679
497.975,217.544
-444.406,-192.254
1099.24,707.424
395.809,-862.261
-181.785,-593.604
-214.956,520.202
441.086,-261.885
1.04223,463.762
1360.89,-462.244
-551.263,-775.309
145.811,-300.146
-195.312,619.757
626.27,-791.163
-2.28633,364.563
604.536,-357.773
349.113,-1133.87
-572.52,-154.57
-774.559,-303.799
848.069,991.86
324.033,-600.393
284.268,-1354.64
-1092.63,507.605
-431.411,4.66282
1012.99,1423.06
1043.82,-265.319
950.882,-927.963
1929.94,-763.111
-2306.63,-3271.93
252.749,1733.22
1265.89,-146.196
471.649,-6415.14
-5301.34,3528.77
1836.99,-3599.37
-3910.96,2629.51
-1342.08,-1411.29
-1131.78,5423.59
2542.37,-218.172
690.853,439.907
940.583,-918.963
-951.047,-836.67
-47.2201,827.363
-579.915,-288.581
478.641,1501.64
712.405,-18.7737
1947.36,-338.601
-566.494,-2005.67
-566.731,-886.832
-1860.24,859.034
1064.46,204.773
-640.331,255.622
604.114,-41.8417
297.719,-281.886
-416.77,-909.063
-780.62,115.367
-356.177,333.122
-53.2719,633.23
643.052,-194.65
-313.556,-248.877
-303.209,-28.7917
223.079,411.696
-39.4855,-490.306
-314.669,105.713
62.7423,194.608
-200.933,-197.022
150.09,296.795
-186.14,-256.941
-13.581,113.959
-75.1767,174.947
282.95,-184.683
-146.326,-382.862
-663.187,-9.17907
82.2995,517.761
301.482,-443.773
-1116.88,-205.601
161.02,985.569
-22.8137,-209.112
-246.932,76.2357
-411.341,1091.07
1197.93,-102.56
-390.863,53.2782
231.878,-281.672
-221.417,832.82
643.352,-386.775
-15.2464,453.954
548.245,-455.842
-14.7216,-62.6381
127.45,-456.248
-449.594,-154.795
-111.823,141.588
-328.14,270.439
675.535,434.871
111.229,-650.943
-79.3005,-39.117
-296.775,-322.343
-246.919,197.226
-350.294,159.336
216.353,497.47
128.792,10.1755
254.712,-74.2306
-240.208,-110.884
-155.337,118.635
-94.7397,400.559
212.222,363.532
487.311,108.221
211.095,-45.3457
401.637,-217.987
-61.5547,-346.398
-166.234,-107.692
-208.47,108.557
203.095,345.15
230.319,-251.525
-49.7756,70.8988
250.4,-12.3
56.109,-403.623
-317.515,60.5737
-66.6061,9.09284
10.8247,370.799
243.28,-75.3828
71.7571,14.7035
-6.29003,-18.0574
175.193,174.198
251.783,-197.593
-61.3313,11.1012
334.23,-62.0607
111.808,-366.743
-358.059,-256.495
43.8113,220.57
-116.028,-191.624
11.0484,103.629
-158.827,60.88
263.316,125.857
-48.4012,-75.4778
282.944,8.63167
-159.977,-310.608
-89.8241,165.49
41.0082,42.8898
70.5113,63.6068
172.489,-20.5749
19.3869,-30.1483
180.028,-174.7
-74.4385,35.4859
8.36106,-302.419
-31.3444,321.36
6.5724,-243.641
324.244,243.425
-53.8685,-413.346
154.519,-43.7839
-124.329,-212.449
-89.0487,-245.968
-301.55,89.4566
10.1157,159.722
116.727,-76.4955
-84.9521,-30.5744
-32.4945,-5.83136
14.2442,-11.687
-45.2252,29.1866
-33.8396,-15.0473
140.447,121.605
26.6054,-146.891
60.1334,-163.385
-272.57,8.03509
-10.0161,126.118
171.683,114.118
21.1201,-47.1983
242.906,-106.996
-46.3433,-98.1126
98.3205,-298.207
-290.748,-184.043
-235.3,169.018
80.2234,-51.8615
-179.87,148.975
71.2624,6.05089
123.491,76.8664
-71.9341,-191.547
-7.9723,31.4442
-106.57,26.9019
119.341,-25.0267
-154.003,-32.9011
120.05,46.2818
-155.108,-118.946
42.569,135.792
-10.464,-58.6613
22.8139,-21.9267
-55.0556,-45.4937
-57.0319,52.7218
51.8513,-95.9009
-166.058,99.8278
79.7357,-8.42568
81.1321,15.8674
-208.414,-160.516
124.849,160.133
-214.781,-143.561
52.6358,177.329
-14.0507,-8.29222
24.7967,6.24883
66.2393,-41.4957
-163.887,-140.565
-74.9871,108.195
-159.657,-10.8978
31.9518,239.878
-75.297,-83.3776
-4.84888,254.424
23.5644,130.402
283.478,-29.6344
-148.647,110.833
363.825,-161.377
-236.543,16.5495
150.595,-98.9926
-85.6023,44.127
33.9698,-105.223
-110.749,-53.9197
-90.8323,62.9614
-153.776,-31.287
-50.6563,293.643
43.875,73.6724
144.588,79.1086
-62.6084,52.7495
196.376,27.5299
-26.2987,-47.5122
-100.291,-32.9194
41.5333,267.925
101.059,-61.1733
34.5812,117.643
192.04,51.4967
50.6831,-274.038
-155.381,210.272
216.632,-117.386
-111.474,14.835
-37.3171,-40.4919
-5.58478,227.665
152.818,-70.9559
-66.14,48.6353
94.0896,121.324
206.709,-68.6742
-149.109,-99.6953
148.214,185.751
8.09807,-195.174
-12.9987,172.901
140.885,-75.1048
-18.4822,-13.0217
42.5,-1.79988e-10
-18.4822,13.0217
140.885,75.1048
-12.9987,-172.901
8.09807,195.174
148.214,-185.751
-149.109,99.6953
206.709,68.6742
94.0896,-121.324
-66.14,-48.6353
152.818,70.9559
-5.58478,-227.665
-37.3171,40.4919
-111.474,-14.835
216.632,117.386
-155.381,-210.272
50.6831,274.038
192.04,-51.4967
34.5812,-117.643
101.059,61.1733
41.5333,-267.925
-100.291,32.9194
-26.2987,47.5122
196.376,-27.5299
-62.6084,-52.7495
144.588,-79.1086
43.875,-73.6724
-50.6563,-293.643
-153.776,31.287
-90.8323,-62.9614
-110.749,53.9197
33.9698,105.223
-85.6023,-44.127
150.595,98.9926
-236.543,-16.5495
363.825,161.377
-148.647,-110.833
283.478,29.6344
23.5644,-130.402
-4.84888,-254.424
-75.297,83.3776
31.9518,-239.878
-159.657,10.8978
-74.9871,-108.195
-163.887,140.565
66.2393,41.4957
24.7967,-6.24883
-14.0507,8.29222
52.6358,-177.329
-214.781,143.561
124.849,-160.133
-208.414,160.516
81.1321,-15.8674
79.7357,8.42568
-166.058,-99.8278
51.8513,95.9009
-57.0319,-52.7218
-55.0556,45.4937
22.8139,21.9267
-10.464,58.6613
42.569,-135.792
-155.108,118.946
120.05,-46.2818
-154.003,32.9011
119.341,25.0267
-106.57,-26.9019
-7.9723,-31.4442
-71.9341,191.547
123.491,-76.8664
71.2624,-6.05089
-179.87,-148.975
80.2234,51.8615
-235.3,-169.018
-290.748,184.043
98.3205,298.207
-46.3433,98.1126
242.906,106.996
21.1201,47.1983
171.683,-114.118
-10.0161,-126.118
-272.57,-8.03509
60.1334,163.385
26.6054,146.891
140.447,-121.605
-33.8396,15.0473
-45.2252,-29.1866
14.2442,11.687
-32.4945,5.83136
-84.9521,30.5744
116.727,76.4955
10.1157,-159.722
-301.55,-89.4566
-89.0487,245.968
-124.329,212.449
154.519,43.7839
-53.8685,413.346
324.244,-243.425
6.5724,243.641
-31.3444,-321.36
8.36106,302.419
-74.4385,-35.4859
180.028,174.7
19.3869,30.1483
172.489,20.5749
70.5113,-63.6068
41.0082,-42.8898
-89.8241,-165.49
-159.977,310.608
282.944,-8.63167
-48.4012,75.4778
263.316,-125.857
-158.827,-60.88
11.0484,-103.629
-116.028,191.624
43.8113,-220.57
-358.059,256.495
111.808,366.743
334.23,62.0607
