1,1.26,0.983333,0.01,
1.026,1.51757,0.969711,0.02,
1.07516,1.77972,0.959422,0.03,
1.14561,2.05265,0.952973,0.04,
1.23632,2.34198,0.951075,0.05,
1.34688,2.65297,0.954668,0.06,
1.47749,2.99071,0.964942,0.07,
1.62881,3.36024,0.983398,0.08,
1.80196,3.76669,1.01191,0.09,
1.99843,4.21534,1.0528,0.1,
2.22012,4.71171,1.10896,0.11,
2.46928,5.2616,1.184,0.12,
2.74851,5.87115,1.28235,0.13,
3.06078,6.54678,1.40952,0.14,
3.40938,7.29518,1.57231,0.15,
3.79796,8.12325,1.77911,0.16,
4.23049,9.03788,2.04018,0.17,
4.71123,10.0457,2.36812,0.18,
5.24468,11.1528,2.77825,0.19,
5.83549,12.3641,3.28909,0.2,
6.48835,13.6825,3.92289,0.21,
7.20777,15.1079,4.70605,0.22,
7.99778,16.6358,5.66949,0.23,
8.86157,18.2553,6.8488,0.24,
9.80095,19.9471,8.28387,0.25,
10.8156,21.68,10.018,0.26,
11.902,23.4081,12.0956,0.27,
13.0526,25.0669,14.5591,0.28,
14.254,26.5706,17.4428,0.29,
15.4857,27.8098,20.765,0.3,
16.7181,28.6521,24.5178,0.31,
17.9115,28.9477,28.6541,0.32,
19.0151,28.5411,33.075,0.33,
19.9677,27.2906,37.6201,0.34,
20.7,25.0968,42.0662,0.35,
21.1397,21.9341,46.1395,0.36,
21.2191,17.8802,49.5459,0.37,
20.8852,13.1295,52.0187,0.38,
20.1097,7.98185,53.3737,0.39,
18.8969,2.79948,53.5555,0.4,
17.2871,-2.05771,52.6564,0.41,
15.3527,-6.29951,50.8965,0.42,
13.1874,-9.75173,48.5721,0.43,
10.8935,-12.3671,45.9908,0.44,
8.56746,-14.2033,43.4172,0.45,
6.29038,-15.3821,41.0425,0.46,
4.12313,-16.0487,38.9805,0.47,
2.10594,-16.341,37.2793,0.48,
0.261248,-16.373,35.941,0.49,
-1.40218,-16.23,34.9398,0.5,
-2.88496,-15.9704,34.2357,0.51,
-4.19351,-15.6308,33.7835,0.52,
-5.33724,-15.232,33.5381,0.53,
-6.32671,-14.7841,33.4567,0.54,
-7.17244,-14.291,33.4998,0.55,
-7.8843,-13.7536,33.6315,0.56,
-8.47123,-13.1721,33.8191,0.57,
-8.94132,-12.5474,34.0331,0.58,
-9.30193,-11.8825,34.2474,0.59,
-9.55998,-11.1825,34.4394,0.6,
-9.72224,-10.4551,34.5901,0.61,
-9.79553,-9.70985,34.6842,0.62,
-9.78696,-8.95801,34.7104,0.63,
-9.70406,-8.21168,34.6615,0.64,
-9.55483,-7.48313,34.5341,0.65,
-9.34766,-6.78398,34.3282,0.66,
-9.09129,-6.1246,34.0469,0.67,
-8.79462,-5.51362,33.6958,0.68,
-8.46652,-4.95756,33.2821,0.69,
-8.11562,-4.46077,32.8143,0.7,
-7.75014,-4.02545,32.3013,0.71,
-7.37767,-3.65184,31.7519,0.72,
-7.00509,-3.33852,31.1746,0.73,
-6.63843,-3.08275,30.5772,0.74,
-6.28286,-2.88084,29.9664,0.75,
-5.94266,-2.72849,29.3483,0.76,
-5.62124,-2.62108,28.7278,0.77,
-5.32123,-2.55395,28.1091,0.78,
-5.0445,-2.52261,27.4954,0.79,
-4.79231,-2.52283,26.8895,0.8,
-4.56536,-2.55083,26.2933,0.81,
-4.36391,-2.60324,25.7086,0.82,
-4.18784,-2.6772,25.1366,0.83,
-4.03678,-2.77034,24.5785,0.84,
-3.91013,-2.88075,24.0349,0.85,
-3.8072,-3.00699,23.5066,0.86,
-3.72717,-3.14799,22.9942,0.87,
-3.66926,-3.30309,22.4984,0.88,
-3.63264,-3.47193,22.0196,0.89,
-3.61657,-3.65445,21.5585,0.9,
-3.62036,-3.85087,21.1158,0.91,
-3.64341,-4.06159,20.6921,0.92,
-3.68523,-4.28723,20.2883,0.93,
-3.74543,-4.52855,19.9053,0.94,
-3.82374,-4.78645,19.5441,0.95,
-3.92001,-5.06191,19.206,0.96,
-4.0342,-5.35602,18.8922,0.97,
-4.16638,-5.66989,18.6045,0.98,
-4.31673,-6.00464,18.3446,0.99,
-4.48552,-6.36139,18.1146,1,
-4.67311,-6.74119,17.9169,1.01,
-4.87992,-7.14497,17.7541,1.02,
-5.10642,-7.57351,17.6294,1.03,
-5.35313,-8.02734,17.546,1.04,
-5.62055,-8.50669,17.5078,1.05,
-5.90917,-9.01134,17.5191,1.06,
-6.21938,-9.54056,17.5844,1.07,
-6.5515,-10.0929,17.7088,1.08,
-6.90565,-10.6662,17.8978,1.09,
-7.28171,-11.2572,18.1571,1.1,
-7.67926,-11.8614,18.4927,1.11,
-8.09747,-12.4728,18.9104,1.12,
-8.535,-13.0841,19.4161,1.13,
-8.98992,-13.6859,20.0151,1.14,
-9.45952,-14.2669,20.7117,1.15,
-9.94026,-14.8137,21.5089,1.16,
-10.4276,-15.3108,22.4079,1.17,
-10.9159,-15.7408,23.4069,1.18,
-11.3984,-16.0848,24.501,1.19,
-11.867,-16.3227,25.681,1.2,
-12.3126,-16.4347,26.9332,1.21,
-12.7248,-16.4017,28.2385,1.22,
-13.0925,-16.2073,29.5726,1.23,
-13.404,-15.8394,30.9059,1.24,
-13.6475,-15.2915,32.2049,1.25,
-13.8119,-14.5647,33.433,1.26,
-13.8872,-13.6686,34.5531,1.27,
-13.8653,-12.6219,35.5299,1.28,
-13.741,-11.4517,36.3325,1.29,
-13.5121,-10.1922,36.9372,1.3,
-13.1801,-8.88264,37.3294,1.31,
-12.7503,-7.56419,37.5047,1.32,
-12.2317,-6.27667,37.469,1.33,
-11.6362,-5.05568,37.2376,1.34,
-10.9782,-3.93022,36.8329,1.35,
-10.2734,-2.92123,36.2821,1.36,
-9.53815,-2.04116,35.6147,1.37,
-8.78846,-1.29445,34.8597,1.38,
-8.03905,-0.678644,34.0438,1.39,
-7.30301,-0.185989,33.1906,1.4,
-6.59131,0.194939,32.3191,1.41,
-5.91269,0.477673,31.4444,1.42,
-5.27365,0.676552,30.5776,1.43,
-4.67863,0.805721,29.7265,1.44,
-4.13019,0.878442,28.8961,1.45,
-3.62933,0.906669,28.0893,1.46,
-3.17573,0.900843,27.3073,1.47,
-2.76807,0.869838,26.5505,1.48,
-2.40428,0.821017,25.8184,1.49,
-2.08175,0.760356,25.1102,1.5,
-1.79754,0.692594,24.4248,1.51,
-1.54853,0.621402,23.761,1.52,
-1.33154,0.549546,23.1177,1.53,
-1.14343,0.479041,22.494,1.54,
-0.98118,0.411293,21.8886,1.55,
-0.841933,0.347217,21.3009,1.56,
-0.723018,0.287343,20.73,1.57,
-0.621982,0.231906,20.1751,1.58,
-0.536593,0.180917,19.6356,1.59,
-0.464842,0.134226,19.1111,1.6,
-0.404935,0.0915637,18.6008,1.61,
-0.355285,0.0525874,18.1044,1.62,
-0.314498,0.0169039,17.6214,1.63,
-0.281358,-0.0159055,17.1515,1.64,
-0.254813,-0.0462696,16.6942,1.65,
-0.233958,-0.0746157,16.2491,1.66,
-0.218024,-0.101362,15.816,1.67,
-0.206358,-0.126912,15.3944,1.68,
-0.198413,-0.151656,14.9842,1.69,
-0.193738,-0.175964,14.5849,1.7,
-0.19196,-0.200195,14.1963,1.71,
-0.192784,-0.22469,13.8181,1.72,
-0.195974,-0.249784,13.4501,1.73,
-0.201355,-0.2758,13.0919,1.74,
-0.2088,-0.303061,12.7433,1.75,
-0.218226,-0.331886,12.4041,1.76,
-0.229592,-0.362601,12.0741,1.77,
-0.242893,-0.39554,11.7529,1.78,
-0.258158,-0.431047,11.4405,1.79,
-0.275446,-0.469487,11.1365,1.8,
-0.294851,-0.511242,10.8408,1.81,
-0.31649,-0.556723,10.5533,1.82,
-0.340513,-0.606373,10.2736,1.83,
-0.367099,-0.66067,10.0017,1.84,
-0.396456,-0.720135,9.73741,1.85,
-0.428824,-0.785336,9.48061,1.86,
-0.464475,-0.856899,9.23116,1.87,
-0.503718,-0.935506,8.98897,1.88,
-0.546896,-1.02191,8.75398,1.89,
-0.594398,-1.11695,8.52613,1.9,
-0.646653,-1.22153,8.3054,1.91,
-0.704141,-1.33667,8.09183,1.92,
-0.767394,-1.46349,7.88546,1.93,
-0.837004,-1.60321,7.68641,1.94,
-0.913624,-1.7572,7.49486,1.95,
-0.997982,-1.92697,7.31105,1.96,
-1.09088,-2.11417,7.13532,1.97,
-1.19321,-2.32064,6.9681,1.98,
-1.30595,-2.54839,6.80998,1.99,
-1.4302,-2.79964,6.66166,2,
-1.56714,-3.07682,6.52406,2.01,
-1.71811,-3.38261,6.3983,2.02,
-1.88456,-3.71993,6.2858,2.03,
-2.0681,-4.09195,6.18828,2.04,
-2.27048,-4.50211,6.10788,2.05,
-2.49364,-4.95415,6.04723,2.06,
-2.7397,-5.45203,6.00951,2.07,
-3.01093,-5.99998,5.99862,2.08,
-3.30983,-6.60243,6.01931,2.09,
-3.63909,-7.26393,6.07733,2.1,
-4.00158,-7.98908,6.17961,2.11,
-4.40033,-8.78235,6.33451,2.12,
-4.83853,-9.64788,6.55204,2.13,
-5.31946,-10.5892,6.84413,2.14,
-5.84643,-11.6086,7.22491,2.15,
-6.42266,-12.7072,7.71094,2.16,
-7.05111,-13.8832,8.32145,2.17,
-7.73431,-15.1319,9.07846,2.18,
-8.47407,-16.444,10.0067,2.19,
-9.27107,-17.8044,11.1334,2.2,
-10.1244,-19.19,12.4871,2.21,
-11.031,-20.5687,14.097,2.22,
-11.9847,-21.8967,15.99,2.23,
-12.9759,-23.1171,18.1879,2.24,
-13.99,-24.1591,20.7025,2.25,
-15.007,-24.9384,23.5303,2.26,
-16.0001,-25.3598,26.6454,2.27,
-16.9361,-25.323,29.9924,2.28,
-17.7748,-24.7323,33.4813,2.29,
-18.4705,-23.5107,36.9846,2.3,
-18.9745,-21.6161,40.3409,2.31,
-19.2387,-19.0583,43.3667,2.32,
-19.2207,-15.9114,45.8768,2.33,
-18.8897,-12.3162,47.7117,2.34,
-18.2324,-8.46956,48.7659,2.35,
-17.2561,-4.59875,49.0097,2.36,
-15.9904,-0.927315,48.4963,2.37,
-14.4841,2.35939,47.3513,2.38,
-12.7997,5.13865,45.7469,2.39,
-11.0059,7.35882,43.8693,2.4,
-9.1694,9.03178,41.8895,2.41,
-7.34928,10.215,39.9443,2.42,
-5.59285,10.9907,38.1284,2.43,
-3.93449,11.4473,36.4969,2.44,
-2.39632,11.6671,35.0733,2.45,
-0.989974,11.7199,33.8584,2.46,
0.281018,11.6607,32.8395,2.47,
1.41899,11.5305,31.9965,2.48,
2.43014,11.3585,31.3069,2.49,
3.32298,11.1646,30.7481,2.5,
4.10714,10.9616,30.2991,2.51,
4.79259,10.7576,29.9414,2.52,
5.38908,10.5569,29.6585,2.53,
5.90587,10.362,29.4365,2.54,
6.35148,10.1735,29.2635,2.55,
6.73369,9.99154,29.1293,2.56,
7.05947,9.81558,29.0254,2.57,
7.33508,9.64504,28.9443,2.58,
7.56608,9.47933,28.8799,2.59,
7.7574,9.31796,28.827,2.6,
7.91346,9.16063,28.7811,2.61,
8.03818,9.00721,28.7385,2.62,
8.13508,8.85778,28.6962,2.63,
8.20735,8.71256,28.6515,2.64,
8.25787,8.57196,28.6026,2.65,
8.28928,8.43649,28.5477,2.66,
8.304,8.30672,28.4857,2.67,
8.30427,8.18332,28.4159,2.68,
8.29218,8.06695,28.3377,2.69,
8.26965,7.95827,28.251,2.7,
8.23852,7.85794,28.1557,2.71,
8.20046,7.76653,28.0523,2.72,
8.15707,7.68457,27.9411,2.73,
8.10982,7.61253,27.8229,2.74,
8.06009,7.55077,27.6983,2.75,
8.00916,7.49958,27.5683,2.76,
7.9582,7.45917,27.4338,2.77,
7.9083,7.42964,27.2958,2.78,
7.86043,7.41103,27.1555,2.79,
7.81549,7.4033,27.0139,2.8,
7.77427,7.40634,26.8721,2.81,
7.73748,7.41996,26.7313,2.82,
7.70573,7.44393,26.5926,2.83,
7.67955,7.47794,26.4571,2.84,
7.65939,7.52165,26.3258,2.85,
7.64561,7.57467,26.1999,2.86,
7.63852,7.63655,26.0804,2.87,
7.63832,7.70682,25.9682,2.88,
7.64517,7.78494,25.8644,2.89,
7.65915,7.87037,25.7698,2.9,
7.68027,7.96247,25.6855,2.91,
7.70849,8.06061,25.6121,2.92,
7.7437,8.16408,25.5504,2.93,
7.78574,8.27213,25.5013,2.94,
7.83438,8.38395,25.4653,2.95,
7.88934,8.49869,25.443,2.96,
7.95027,8.61543,25.435,2.97,
8.01679,8.7332,25.4417,2.98,
8.08843,8.85096,25.4634,2.99,
8.16468,8.96762,25.5003,3,
8.24497,9.08203,25.5525,3.01,
8.32868,9.19301,25.6199,3.02,
8.41511,9.29932,25.7023,3.03,
8.50353,9.39967,25.7995,3.04,
8.59315,9.4928,25.9108,3.05,
8.68311,9.5774,26.0356,3.06,
8.77254,9.6522,26.1729,3.07,
8.86051,9.71596,26.3217,3.08,
8.94605,9.7675,26.4807,3.09,
9.0282,9.80575,26.6483,3.1,
9.10595,9.82972,26.823,3.11,
9.17833,9.8386,27.0028,3.12,
9.24436,9.83174,27.1858,3.13,
9.3031,9.8087,27.3697,3.14,
9.35366,9.76925,27.5523,3.15,
9.39522,9.71343,27.7314,3.16,
9.42704,9.64153,27.9045,3.17,
9.44849,9.55412,28.0693,3.18,
9.45905,9.45204,28.2235,3.19,
9.45835,9.33638,28.3649,3.2,
9.44615,9.2085,28.4916,3.21,
9.42239,9.06998,28.6017,3.22,
9.38715,8.92258,28.6936,3.23,
9.34069,8.76825,28.766,3.24,
9.28345,8.60902,28.8179,3.25,
9.216,8.447,28.8486,3.26,
9.1391,8.28432,28.8578,3.27,
9.05363,8.12308,28.8454,3.28,
8.96057,7.96531,28.8116,3.29,
8.86105,7.81294,28.757,3.3,
8.75623,7.66773,28.6825,3.31,
8.64738,7.53129,28.589,3.32,
8.53577,7.40504,28.4779,3.33,
8.4227,7.29019,28.3506,3.34,
8.30945,7.18776,28.2086,3.35,
8.19728,7.09855,28.0536,3.36,
8.08741,7.02317,27.8874,3.37,
7.98098,6.96204,27.7118,3.38,
7.87909,6.91543,27.5284,3.39,
7.78272,6.88343,27.3392,3.4,
7.6928,6.86603,27.1459,3.41,
7.61012,6.86307,26.9502,3.42,
7.53541,6.87434,26.7538,3.43,
7.46931,6.8995,26.5584,3.44,
7.41233,6.93819,26.3655,3.45,
7.36491,6.98996,26.1767,3.46,
7.32742,7.05435,25.9934,3.47,
7.30011,7.13083,25.8172,3.48,
7.28318,7.21887,25.6493,3.49,
7.27675,7.31789,25.4911,3.5,
7.28086,7.42728,25.3438,3.51,
7.29551,7.5464,25.2087,3.52,
7.3206,7.67457,25.0871,3.53,
7.35599,7.81107,24.9799,3.54,
7.4015,7.95512,24.8883,3.55,
7.45686,8.10588,24.8135,3.56,
7.52176,8.26243,24.7562,3.57,
7.59583,8.4238,24.7175,3.58,
7.67863,8.58889,24.6982,3.59,
7.76965,8.75653,24.6991,3.6,
7.86834,8.92543,24.7208,3.61,
7.97405,9.0942,24.7639,3.62,
8.08607,9.2613,24.8287,3.63,
8.20359,9.42512,24.9155,3.64,
8.32574,9.58391,25.0243,3.65,
8.45156,9.73582,25.1549,3.66,
8.57999,9.87892,25.3069,3.67,
8.70988,10.0112,25.4797,3.68,
8.84001,10.1306,25.6722,3.69,
8.96907,10.2351,25.8831,3.7,
9.09567,10.3226,26.1109,3.71,
9.21836,10.3912,26.3535,3.72,
9.33564,10.4391,26.6087,3.73,
9.44599,10.4646,26.8737,3.74,
9.54784,10.4663,27.1455,3.75,
9.63969,10.4432,27.4209,3.76,
9.72004,10.3946,27.6964,3.77,
9.7875,10.3202,27.9682,3.78,
9.84077,10.2201,28.2325,3.79,
9.8787,10.095,28.4853,3.8,
9.90033,9.94611,28.723,3.81,
9.90491,9.77508,28.9417,3.82,
9.89192,9.58405,29.1382,3.83,
9.86114,9.37562,29.3092,3.84,
9.81259,9.15277,29.4522,3.85,
9.7466,8.91874,29.5649,3.86,
9.66382,8.67703,29.6458,3.87,
9.56514,8.43122,29.6937,3.88,
9.45175,8.1849,29.7084,3.89,
9.32506,7.94158,29.6898,3.9,
9.18671,7.70459,29.6386,3.91,
9.0385,7.47701,29.556,3.92,
8.88235,7.2616,29.4437,3.93,
8.72028,7.06075,29.3035,3.94,
8.55433,6.87648,29.1378,3.95,
8.38654,6.71038,28.949,3.96,
8.21892,6.56369,28.7398,3.97,
8.0534,6.43724,28.5129,3.98,
7.89178,6.33157,28.271,3.99,
7.73576,6.24687,28.0167,4,
7.58687,6.1831,27.7529,4.01,
7.4465,6.14002,27.4819,4.02,
7.31585,6.1172,27.2063,4.03,
7.19598,6.11409,26.9283,4.04,
7.08779,6.13007,26.6502,4.05,
6.99202,6.16445,26.374,4.06,
6.90926,6.21649,26.1017,4.07,
6.83999,6.28549,25.8352,4.08,
6.78454,6.3707,25.5762,4.09,
6.74315,6.47144,25.3264,4.1,
6.71598,6.58702,25.0874,4.11,
6.70309,6.71676,24.8608,4.12,
6.70445,6.86002,24.648,4.13,
6.72001,7.01615,24.4507,4.14,
6.74962,7.1845,24.2701,4.15,
6.79311,7.36441,24.1079,4.16,
6.85024,7.55516,23.9653,4.17,
6.92073,7.756,23.8437,4.18,
7.00426,7.96608,23.7447,4.19,
7.10044,8.18448,23.6694,4.2,
7.20885,8.41012,23.6194,4.21,
7.32897,8.64181,23.5958,4.22,
7.46026,8.87817,23.6,4.23,
7.60205,9.11765,23.633,4.24,
7.75361,9.35846,23.6959,4.25,
7.91409,9.5986,23.7896,4.26,
8.08254,9.83583,23.9149,4.27,
8.25787,10.0677,24.0721,4.28,
8.43885,10.2913,24.2616,4.29,
8.6241,10.5039,24.4831,4.3,
8.81208,10.7022,24.736,4.31,
9.00109,10.8828,25.0195,4.32,
9.18926,11.0422,25.3319,4.33,
9.37455,11.177,25.6711,4.34,
9.5548,11.2835,26.0343,4.35,
9.72767,11.3585,26.4182,4.36,
9.89075,11.3988,26.8186,4.37,
10.0416,11.4017,27.2309,4.38,
10.1776,11.3649,27.6496,4.39,
10.2963,11.2869,28.069,4.4,
10.3954,11.1669,28.4826,4.41,
10.4725,11.0051,28.8839,4.42,
10.5258,10.8025,29.2662,4.43,
10.5534,10.5612,29.6228,4.44,
10.5542,10.2843,29.9474,4.45,
10.5272,9.97593,30.2342,4.46,
10.4721,9.64097,30.4782,4.47,
10.389,9.28504,30.675,4.48,
10.2786,8.91428,30.8217,4.49,
10.1422,8.53511,30.916,4.5,
9.98146,8.15401,30.9572,4.51,
9.79871,7.7773,30.9456,4.52,
9.59657,7.41089,30.8825,4.53,
9.378,7.06017,30.7701,4.54,
9.14622,6.72978,30.6117,4.55,
8.90458,6.42362,30.4109,4.56,
8.65648,6.1447,30.1719,4.57,
8.4053,5.89524,29.8993,4.58,
8.1543,5.67665,29.5975,4.59,
7.90653,5.48962,29.2711,4.6,
7.66484,5.33423,28.9246,4.61,
7.43178,5.21002,28.5621,4.62,
7.2096,5.11614,28.1876,4.63,
7.00026,5.05145,27.8048,4.64,
6.80538,5.0146,27.417,4.65,
6.6263,5.00413,27.0271,4.66,
6.46408,5.01856,26.638,4.67,
6.31953,5.05641,26.252,4.68,
6.19322,5.11631,25.8715,4.69,
6.08553,5.19697,25.4985,4.7,
5.99667,5.29723,25.1348,4.71,
5.92673,5.41607,24.7822,4.72,
5.87566,5.55262,24.4423,4.73,
5.84336,5.70614,24.1168,4.74,
5.82964,5.87598,23.8071,4.75,
5.83427,6.06166,23.5148,4.76,
5.85701,6.26272,23.2414,4.77,
5.89758,6.4788,22.9884,4.78,
5.9557,6.70958,22.7575,4.79,
6.03109,6.95471,22.5502,4.8,
6.12345,7.21384,22.3683,4.81,
6.23249,7.48656,22.2136,4.82,
6.3579,7.77233,22.0878,4.83,
6.49934,8.0705,21.993,4.84,
6.65646,8.38021,21.931,4.85,
6.82883,8.70039,21.904,4.86,
7.01599,9.02967,21.914,4.87,
7.21736,9.36636,21.9632,4.88,
7.43226,9.7084,22.0535,4.89,
7.65987,10.0533,22.187,4.9,
7.89921,10.398,22.3654,4.91,
8.14909,10.7391,22.5903,4.92,
8.40809,11.0726,22.8631,4.93,
8.67454,11.3938,23.1844,4.94,
8.94646,11.6976,23.5545,4.95,
9.22157,11.9783,23.9729,4.96,
9.49724,12.2299,24.4382,4.97,
9.77051,12.4459,24.948,4.98,
10.038,12.6196,25.4987,4.99,
10.2962,12.7445,26.0855,5,
10.541,12.8141,26.7021,5.01,
10.7683,12.8228,27.3408,5.02,
10.9738,12.7656,27.9925,5.03,
11.153,12.6387,28.6469,5.04,
11.3015,12.4402,29.2926,5.05,
11.4154,12.1697,29.9174,5.06,
11.4908,11.8291,30.5088,5.07,
11.5247,11.4226,31.0545,5.08,
11.5145,10.9563,31.5428,5.09,
11.4586,10.4388,31.9632,5.1,
11.3567,9.88029,32.307,5.11,
11.209,9.29236,32.5676,5.12,
11.0174,8.68745,32.7407,5.13,
10.7844,8.07828,32.8247,5.14,
10.5138,7.47718,32.8206,5.15,
10.2101,6.89558,32.7315,5.16,
9.87865,6.34354,32.5627,5.17,
9.52514,5.82937,32.321,5.18,
9.15556,5.35949,32.0144,5.19,
8.77595,4.93835,31.6514,5.2,
8.39219,4.56853,31.2407,5.21,
8.00983,4.25088,30.791,5.22,
7.63393,3.98481,30.3104,5.23,
7.26902,3.76859,29.8063,5.24,
6.91898,3.5996,29.2854,5.25,
6.58704,3.47466,28.7536,5.26,
6.2758,3.39028,28.2157,5.27,
5.98725,3.34284,27.676,5.28,
5.72281,3.32881,27.1381,5.29,
5.48341,3.34484,26.605,5.3,
5.26955,3.38789,26.0789,5.31,
5.08138,3.45525,25.562,5.32,
4.91877,3.54458,25.0559,5.33,
4.78135,3.65394,24.5621,5.34,
