0.0998333,0.995004,0.1,
0.198669,0.980067,0.2,
0.29552,0.955337,0.3,
0.389418,0.921061,0.4,
0.479425,0.877583,0.5,
0.564642,0.825336,0.6,
0.644217,0.764843,0.7,
0.717356,0.696707,0.8,
0.783326,0.621611,0.9,
0.84147,0.540303,1,
0.891207,0.453597,1.1,
0.932039,0.362359,1.2,
0.963558,0.2675,1.3,
0.985449,0.169968,1.4,
0.997495,0.0707384,1.5,
0.999574,-0.0291982,1.6,
0.991665,-0.128843,1.7,
0.973848,-0.227201,1.8,
0.9463,-0.323288,1.9,
0.909298,-0.416145,2,
0.86321,-0.504845,2.1,
0.808497,-0.5885,2.2,
0.745706,-0.666274,2.3,
0.675465,-0.737392,2.4,
0.598474,-0.801142,2.5,
0.515503,-0.856887,2.6,
0.427382,-0.904071,2.7,
0.33499,-0.942221,2.8,
0.239252,-0.970957,2.9,
0.141122,-0.989992,3,
0.0415832,-0.999135,3.1,
-0.0583715,-0.998295,3.2,
-0.157743,-0.98748,3.3,
-0.255538,-0.966799,3.4,
-0.35078,-0.936457,3.5,
-0.442518,-0.89676,3.6,
-0.529833,-0.848101,3.7,
-0.611855,-0.790969,3.8,
-0.687764,-0.725934,3.9,
-0.7568,-0.653646,4,
-0.818275,-0.574827,4.1,
-0.871574,-0.490264,4.2,
-0.916164,-0.400802,4.3,
-0.951601,-0.307336,4.4,
-0.977529,-0.210799,4.5,
-0.99369,-0.112156,4.6,
-0.999923,-0.0123926,4.7,
-0.996165,0.087495,4.8,
-0.982453,0.186508,4.9,
-0.958925,0.283658,5,
-0.925816,0.377974,5.1,
-0.883456,0.468513,5.2,
-0.83227,0.55437,5.3,
-0.772767,0.634689,5.4,
-0.705543,0.708666,5.5,
-0.63127,0.775563,5.6,
-0.550689,0.83471,5.7,
-0.464606,0.885517,5.8,
-0.373881,0.927476,5.9,
-0.27942,0.960168,6,
-0.182167,0.983267,6.1,
-0.0830945,0.996541,6.2,
0.0168087,0.999858,6.3,
0.116544,0.993185,6.4,
0.215115,0.976588,6.5,
0.311536,0.950234,6.6,
0.404845,0.914385,6.7,
0.494108,0.8694,6.8,
0.578435,0.815728,6.9,
0.656982,0.753906,7,
0.728965,0.684551,7.1,
0.793664,0.608356,7.2,
0.850433,0.526082,7.3,
0.898705,0.438553,7.4,
0.937997,0.346641,7.5,
0.967918,0.251266,7.6,
0.988167,0.15338,7.7,
0.998542,0.0539619,7.8,
0.998941,-0.0459955,7.9,
0.989359,-0.145493,8,
0.969891,-0.243537,8.1,
0.940732,-0.339148,8.2,
0.902174,-0.43137,8.3,
0.854602,-0.519282,8.4,
0.798491,-0.602006,8.5,
0.734402,-0.678714,8.6,
0.662974,-0.748641,8.7,
0.584923,-0.811088,8.8,
0.501027,-0.865431,8.9,
0.412125,-0.911127,9,
0.319105,-0.947719,9.1,
0.222897,-0.974841,9.2,
0.124462,-0.992224,9.3,
0.0247832,-0.999692,9.4,
-0.0751432,-0.997172,9.5,
-0.174319,-0.984689,9.6,
-0.271753,-0.962366,9.7,
-0.366471,-0.930429,9.8,
-0.457528,-0.889194,9.9,
-0.544014,-0.839075,10,
-0.625064,-0.780573,10.1,
-0.699868,-0.714271,10.2,
-0.76768,-0.640833,10.3,
-0.827821,-0.560991,10.4,
-0.879691,-0.475544,10.5,
-0.922771,-0.385346,10.6,
-0.956632,-0.291298,10.7,
-0.980934,-0.194339,10.8,
-0.995435,-0.0954378,10.9,
-0.999989,0.00441656,11,
-0.994553,0.104227,11.1,
-0.979179,0.202996,11.2,
-0.954021,0.299736,11.3,
-0.919332,0.393482,11.4,
-0.875456,0.483296,11.5,
-0.822833,0.568281,11.6,
-0.761989,0.647588,11.7,
-0.693532,0.720425,11.8,
-0.618144,0.786064,11.9,
-0.536581,0.843848,12,
-0.449656,0.893201,12.1,
-0.358238,0.933629,12.2,
-0.263241,0.964729,12.3,
-0.165614,0.98619,12.4,
-0.0663322,0.997797,12.5,
0.0336126,0.999434,12.6,
0.133221,0.991085,12.7,
0.231499,0.972834,12.8,
0.327464,0.944863,12.9,
0.420157,0.90745,13,
0.508652,0.860971,13.1,
0.592064,0.80589,13.2,
0.669561,0.742756,13.3,
0.740368,0.672201,13.4,
0.803777,0.594929,13.5,
0.859155,0.511713,13.6,
0.905949,0.423384,13.7,
0.943691,0.330825,13.8,
0.972004,0.234961,13.9,
0.990605,0.136749,14,
0.999308,0.03717,14.1,
0.998026,-0.0627799,14.2,
0.986773,-0.162103,14.3,
0.96566,-0.259806,14.4,
0.934898,-0.354913,14.5,
0.894796,-0.446474,14.6,
0.845752,-0.533574,14.7,
0.788259,-0.615342,14.8,
0.722889,-0.690963,14.9,
0.650297,-0.759679,15,
0.571207,-0.820805,15.1,
0.486409,-0.87373,15.2,
0.396752,-0.917925,15.3,
0.30313,-0.952948,15.4,
0.20648,-0.97845,15.5,
0.107766,-0.994175,15.6,
0.00797621,-0.999967,15.7,
-0.0918937,-0.995768,15.8,
-0.190845,-0.981619,15.9,
-0.28789,-0.957662,16,
-0.382059,-0.924137,16.1,
-0.47241,-0.881378,16.2,
-0.55804,-0.829812,16.3,
-0.638095,-0.769956,16.4,
-0.711775,-0.702406,16.5,
-0.778343,-0.627838,16.6,
-0.837133,-0.546997,16.7,
-0.88756,-0.46069,16.8,
-0.929118,-0.369781,16.9,
-0.961392,-0.275177,17,
-0.984061,-0.177823,17.1,
-0.996898,-0.0786923,17.2,
-0.999774,0.0212244,17.3,
-0.99266,0.120929,17.4,
-0.975628,0.219426,17.5,
-0.948848,0.31573,17.6,
-0.912587,0.408879,17.7,
-0.867208,0.497943,17.8,
-0.813165,0.582031,17.9,
-0.750996,0.660305,18,
-0.681324,0.73198,18.1,
-0.604844,0.796342,18.2,
-0.522321,0.852748,18.3,
-0.434579,0.900632,18.4,
-0.342495,0.939518,18.5,
-0.246988,0.969017,18.6,
-0.149014,0.988834,18.7,
-0.0495512,0.99877,18.8,
0.0504069,0.998727,18.9,
0.149861,0.988706,19,
0.247819,0.968805,19.1,
0.343299,0.939225,19.2,
0.43535,0.90026,19.3,
0.523051,0.8523,19.4,
0.605526,0.795824,19.5,
0.681951,0.731396,19.6,
0.751562,0.659661,19.7,
0.813663,0.581334,19.8,
0.867635,0.497199,19.9,
0.912937,0.408097,20,
0.949118,0.314916,20.1,
0.975815,0.218589,20.2,
0.992763,0.120078,20.3,
0.999791,0.0203678,20.4,
0.99683,-0.0795465,20.5,
0.983908,-0.178666,20.6,
0.961156,-0.276,20.7,
0.9288,-0.370577,20.8,
0.887164,-0.461451,20.9,
0.836664,-0.547714,21,
0.777804,-0.628505,21.1,
0.711173,-0.703015,21.2,
0.637435,-0.770502,21.3,
0.557329,-0.83029,21.4,
0.471654,-0.881782,21.5,
0.381267,-0.924464,21.6,
0.287069,-0.957908,21.7,
0.190004,-0.981782,21.8,
0.0910404,-0.995846,21.9,
-0.00883303,-0.999959,22,
-0.108618,-0.994082,22.1,
-0.207318,-0.978272,22.2,
-0.303946,-0.952687,22.3,
-0.397538,-0.917584,22.4,
-0.487157,-0.873312,22.5,
-0.571909,-0.820315,22.6,
-0.650947,-0.759121,22.7,
-0.723481,-0.690342,22.8,
-0.788785,-0.614666,22.9,
-0.846209,-0.532848,23,
-0.895177,-0.445706,23.1,
-0.935202,-0.354111,23.2,
-0.965882,-0.258978,23.3,
-0.986911,-0.161257,23.4,
-0.998079,-0.0619247,23.5,
-0.999275,0.0380263,23.6,
-0.990487,0.137597,23.7,
-0.971802,0.235793,23.8,
-0.943406,0.331634,23.9,
-0.905585,0.42416,24,
-0.858716,0.512449,24.1,
-0.803266,0.595617,24.2,
-0.739791,0.672834,24.3,
-0.668924,0.743329,24.4,
-0.591373,0.806396,24.5,
-0.507913,0.861406,24.6,
-0.419379,0.907809,24.7,
-0.326654,0.945142,24.8,
-0.230665,0.973031,24.9,
-0.132372,0.991198,25,
-0.0327562,0.999462,25.1,
0.0671871,0.997739,25.2,
0.166459,0.986047,25.3,
0.264068,0.964502,25.4,
0.359038,0.933321,25.5,
0.450421,0.892814,25.6,
0.537303,0.843387,25.7,
0.618817,0.785533,25.8,
0.694148,0.71983,25.9,
0.762543,0.646935,26,
0.823319,0.567575,26.1,
0.875869,0.482545,26.2,
0.919667,0.392694,26.3,
0.954277,0.298918,26.4,
0.979351,0.202156,26.5,
0.994641,0.103374,26.6,
0.999992,0.00355971,26.7,
0.995351,-0.0962906,26.8,
0.980766,-0.195179,26.9,
0.956381,-0.292117,27,
0.92244,-0.386136,27.1,
0.879282,-0.476297,27.2,
0.827339,-0.561699,27.3,
0.767129,-0.641489,27.4,
0.699255,-0.71487,27.5,
0.624394,-0.781107,27.6,
0.543294,-0.83954,27.7,
0.456766,-0.889585,27.8,
0.365673,-0.930741,27.9,
0.270928,-0.962598,28,
0.173475,-0.984836,28.1,
0.0742887,-0.997235,28.2,
-0.0256398,-0.999669,28.3,
-0.125312,-0.992115,28.4,
-0.223732,-0.974649,28.5,
-0.319917,-0.947444,28.6,
-0.412905,-0.910772,28.7,
-0.501768,-0.865,28.8,
-0.585617,-0.810586,28.9,
-0.663615,-0.748072,29,
-0.734982,-0.678084,29.1,
-0.799005,-0.601321,29.2,
-0.855045,-0.518549,29.3,
-0.902542,-0.430597,29.4,
-0.941021,-0.338342,29.5,
